accession,pubmed_id,pmc_id,raw_file_count,organism,experiment_types,Reannotated,Reannotation_QC
PXD064782,41338457.0,PMC12797046,1,Homo sapiens (human),Gel-based experiment; Data-dependent acquisition,True,False
PXD052665,39456337.0,PMC11506952,1,Plukenetia volubilis,Bottom-up proteomics,True,False
PXD051842,40059196.0,PMC11892261,1,Homo sapiens (human),Data-independent acquisition,True,False
PXD013875,34068436.0,PMC8153575,1,Trypanosoma cruzi strain cl brener,Shotgun proteomics,True,False
PXD013882,34068436.0,PMC8153575,1,Trypanosoma cruzi strain cl brener,Shotgun proteomics,True,False
PXD013878,34068436.0,PMC8153575,1,Trypanosoma cruzi strain cl brener,Shotgun proteomics,True,False
PXD013880,34068436.0,PMC8153575,1,Trypanosoma cruzi strain cl brener,Shotgun proteomics,True,False
PXD028122,34445801.0,PMC8396550,1,Homo sapiens (human),Gel-based experiment,True,False
PXD024259,34379783.0,PMC8464040,1,Homo sapiens (human),Gel-based experiment,True,False
PXD013876,34068436.0,PMC8153575,1,Trypanosoma cruzi strain cl brener,Shotgun proteomics,True,False
PXD016103,32184287.0,PMC7263369,1,Homo sapiens (human),Gel-based experiment,True,False
PXD013901,34068436.0,PMC8153575,1,Trypanosoma cruzi strain cl brener,Shotgun proteomics,True,False
PXD011743,31036632.0,PMC6535003,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD013127,30992312.0,PMC6601205,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD038138,36473858.0,PMC9726891,1,Saccharomyces cerevisiae (baker's yeast),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD011452,31015322.0,PMC6478998,1,Campylobacter jejuni subsp. jejuni nctc 11168 = atcc 700819,Shotgun proteomics,True,False
PXD000932,24902122.0,PMC4030455,1,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD019867,32752210.0,PMC7460313,1,Amphiporus lactifloreus,Shotgun proteomics,True,False
PXD012335,31113901.0,PMC6529638,1,Escherichia coli,Shotgun proteomics,True,False
PXD040361,36872252.0,PMC9986085,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD015672,32042044.0,PMC7010817,1,Mus musculus (mouse),Shotgun proteomics,True,False
PXD042581,37369199.0,PMC10483886,1,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD047651,39054315.0,PMC11272775,1,Schizosaccharomyces pombe,Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics,True,False
PXD039956,36920904.0,PMC10312363,1,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,True,False
PXD001805,26259872.0,PMC4530601,1,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD038154,38295005.0,PMC10830048,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD046592,38407600.0,PMC10896778,1,Pasteurella multocida subsp. multocida,Shotgun proteomics,True,False
PXD062259,41671206.0,PMC12893573,1,Trionyx triunguis,Bottom-up proteomics,True,False
PXD036331,36110841.0,PMC9469689,1,Mesocricetus auratus (golden hamster),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD011935,28270554.0,PMC6049618,1,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,True,False
PXD008899,30936560.0,PMC6447449,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD023868,33839152.0,PMC8105298,1,Homo sapiens (human),Gel-based experiment,True,False
PXD024044,33808970.0,PMC7999156,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD054049,39134528.0,PMC11319466,1,Mus musculus (mouse),Bottom-up proteomics,True,False
PXD024978,37770719.0,PMC10643145,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD044740,37669107.0,PMC10619440,1,Mus musculus (mouse),Shotgun proteomics,True,False
PXD044750,37979917.0,PMC10716779,1,Rattus norvegicus (rat),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD067788,41132646.0,PMC12540408,1,Homo sapiens (human),Gel-based experiment,True,False
PXD039226,36899856.0,PMC10001372,1,Mus musculus (mouse),Shotgun proteomics,True,False
PXD052783,40135791.0,PMC12097018,1,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD059496,40362085.0,PMC12070915,1,Ailuropoda melanoleuca (giant panda),Data-dependent acquisition,True,False
PXD035126,36031042.0,PMC9538898,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD053116,40242769.0,PMC11999838,1,Homo sapiens (human),Data-dependent acquisition,True,False
PXD053944,39827269.0,PMC11742926,1,Toxoplasma gondii,Bottom-up proteomics; Data-dependent acquisition,True,False
PXD062002,39257774.0,PMC11384006,1,Saccharomyces cerevisiae; Saccharomyces cerevisiae (baker's yeast),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD056815,39928568.0,PMC11845906,1,'solanum lycopersicum' phytoplasma,Top-down proteomics; Data-dependent acquisition,True,False
PXD042438,37605006.0,PMC10482945,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD032668,35405922.0,PMC8997108,1,Cervus elaphus kansuensis,SWATH MS; Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD013000,31069174.0,PMC6491454,1,Granulicatella adiacens atcc 49175,Top-down proteomics,True,False
PXD043615,37719269.0,PMC10500195,1,Macrovipera schweizeri,Shotgun proteomics,True,False
PXD023341,33582454.0,PMC7871913,1,Sars coronavirus sin3765v,Gel-based experiment,True,False
PXD008401,29575903.0,PMC6104640,1,Homo sapiens (human),Gel-based experiment,True,False
PXD022119,33203861.0,PMC7672056,1,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD009143,30018401.0,PMC6050252,1,Mus musculus (mouse),Shotgun proteomics,True,False
PXD034526,36335129.0,PMC9637198,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD038554,36634673.0,PMC9908855,1,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD029623,36804936.0,PMC9941569,1,Homo sapiens (human),Shotgun proteomics,False,False
PXD033469,35945200.0,PMC9363463,1,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD038932,36890204.0,PMC9995342,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD003213,27136688.0,PMC4802415,1,Homo sapiens (human),Shotgun proteomics,False,False
PXD037028,37087475.0,PMC10122405,1,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD037292,37087475.0,PMC10122405,1,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD026752,36869663.0,PMC10123114,1,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD062562,40407487.0,PMC12101353,1,Lupinus albus; Phaseoleae; Lupinus angustifolius; Lupinus mutabilis,Gel-based experiment,True,False
PXD027708,34543624.0,PMC8511950,1,Saccharomyces cerevisiae (baker's yeast),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD061617,40171808.0,PMC12121465,1,Mus musculus (mouse),Data-independent acquisition; Bottom-up proteomics,True,False
PXD035585,36899022.0,PMC10006232,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD033536,36635268.0,PMC9837035,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD007236,28928222.0,PMC5724017,1,Trypanosoma brucei,Shotgun proteomics,True,False
PXD017610,32181701.0,PMC7185313,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD016816,33288711.0,PMC7768786,1,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD017376,33288677.0,PMC7949077,1,Homo sapiens (human),Gel-based experiment,True,False
PXD039849,37794019.0,PMC10550967,1,Saccharomyces cerevisiae (baker's yeast),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD008981,29915597.0,PMC5994560,1,Protopterus dolloi,Shotgun proteomics,True,False
PXD016337,31847368.0,PMC6950161,1,Tetraponera aethiops,Shotgun proteomics,True,False
PXD025018,34559986.0,PMC8547373,1,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,True,False
PXD072078,41792260.0,PMC12987929,1,Mus musculus (mouse),Gel-based experiment,True,False
PXD006200,28561026.0,PMC5460035,1,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD000520,24300896.0,PMC4108444,1,Homo sapiens (human); Mus musculus (mouse),Bottom-up proteomics,True,False
PXD017425,32160546.0,PMC7172030,1,Homo sapiens (human),Top-down proteomics,True,False
PXD039836,38109791.0,PMC10987295,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD039837,38109791.0,PMC10987295,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD016255,31862883.0,PMC6925261,1,Sus scrofa domesticus (domestic pig),All-ion fragmentation,True,False
PXD039838,38109791.0,PMC10987295,1,Homo sapiens (human),Shotgun proteomics,True,False
PXD074086,41740791.0,PMC12969653,1,Mus musculus (mouse),Data-dependent acquisition,True,False
PXD039388,38321934.0,PMC11040007,2,Mus musculus (mouse),SRM/MRM,True,False
PXD047152,38059366.0,PMC10899749,2,Edwardsiella tarda eib202,Gel-based experiment,True,False
PXD014988,31508417.0,PMC6716540,2,Homo sapiens (human),Gel-based experiment,True,False
PXD047327,38157846.0,PMC10922821,2,Homo sapiens (human),Bottom-up proteomics,True,False
PXD055077,39965925.0,PMC11895775,2,Oryctolagus cuniculus (rabbit),Chemical cross-linking coupled with mass spectrometry proteomics; Bottom-up proteomics; Data-dependent acquisition,True,False
PXD034602,35939690.0,PMC9388099,2,Homo sapiens (human),Shotgun proteomics,False,False
PXD028582,34699250.0,PMC8815314,2,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD009079,29983374.0,PMC6082693,2,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD043674,37333389.0,PMC10274661,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD031417,35202653.0,PMC8942844,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD037029,36406406.0,PMC9673173,2,Sus scrofa domesticus (domestic pig),Top-down proteomics,True,False
PXD034650,36475791.0,PMC9728970,2,Homo sapiens (human),Gel-based experiment,True,False
PXD031064,35362222.0,PMC9081911,2,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD065847,41023441.0,PMC12592519,2,Homo sapiens (human),Bottom-up proteomics,True,False
PXD065422,40962941.0,PMC12603335,2,Homo sapiens (human),Bottom-up proteomics,True,False
PXD026062,34795302.0,PMC8602292,2,Escherichia coli,Chemical cross-linking coupled with mass spectrometry proteomics,True,False
PXD027426,34702921.0,PMC8548499,2,Pongo sp.,Shotgun proteomics,True,False
PXD029335,34880217.0,PMC8655035,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD032027,36918934.0,PMC10012465,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD063156,40425583.0,PMC12117058,2,Rattus norvegicus (rat),Data-independent acquisition,True,False
PXD003226,26655833.0,PMC4880044,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD060923,40410287.0,PMC12102369,2,Thermus thermophilus hb27,Bottom-up proteomics,True,False
PXD030769,36124662.0,PMC9508832,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD030106,36018804.0,PMC9508819,2,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,True,False
PXD030540,36008984.0,PMC9405601,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD044629,38786083.0,PMC11120263,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD016422,31969649.0,PMC6976632,2,Escherichia coli,Shotgun proteomics,True,False
PXD016577,32138239.0,PMC7179242,2,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,True,False
PXD017239,32152270.0,PMC7062751,2,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,True,False
PXD016606,31937912.0,PMC6959254,2,Arabidopsis thaliana (mouse-ear cress),Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,True,False
PXD015474,31797923.0,PMC6892822,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD012068,31687929.0,PMC6890458,2,Mus musculus (mouse),Shotgun proteomics,True,False
PXD034393,35963430.0,PMC9467883,2,Drosophila melanogaster (fruit fly),Gel-based experiment,True,False
PXD031214,35948542.0,PMC9365803,2,Escherichia coli; Homo sapiens (human),Gel-based experiment,True,False
PXD046838,38442005.0,PMC10979456,2,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD015377,32432933.0,PMC7500213,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD024966,35027445.0,PMC8805197,2,Mus musculus (mouse),Shotgun proteomics,True,False
PXD025176,35027445.0,PMC8805197,2,Mus musculus (mouse),Shotgun proteomics,True,False
PXD001587,25599550.0,PMC4399776,2,Escherichia coli; Homo sapiens (human),SWATH MS; Shotgun proteomics,True,False
PXD001785,25909947.0,PMC4409333,2,Nephotettix cincticeps (green rice leafhopper) (selenocephalus cincticeps),Shotgun proteomics,True,False
PXD052875,39895169.0,PMC11962579,2,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,True,False
PXD034069,35747386.0,PMC9209722,2,Mus musculus (mouse),Shotgun proteomics,True,False
PXD034074,35747386.0,PMC9209722,2,Mus musculus (mouse),Shotgun proteomics,True,False
PXD029059,35687128.0,PMC9226496,2,Gibberella zeae (strain ph-1 / atcc mya-4620 / fgsc 9075 / nrrl 31084) (wheat head blight fungus) (fusarium graminearum),Top-down proteomics,True,False
PXD028397,35640614.0,PMC9177969,2,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,True,False
PXD067728,41043430.0,PMC12790721,2,Homo sapiens (human),Data-dependent acquisition,True,False
PXD068794,41366532.0,PMC12789010,2,Homo sapiens (human),Bottom-up proteomics,True,False
PXD036192,36754959.0,PMC9908889,2,Homo sapiens (human),Shotgun proteomics,True,False
PXD033645,36136114.0,PMC9568489,2,Homo sapiens (human),Shotgun proteomics; Gel-based experiment,True,False
PXD018096,33403290.0,PMC7774288,2,Spheniscus demersus,Shotgun proteomics,True,False
