accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC
PXD015894,32194606.0,PMC7064621,0,Arabidopsis thaliana (mouse-ear cress),3702,Gel-based experiment,CC BY,False,False
PXD002575,30410018.0,PMC6224560,64,Zea mays (maize),4577,Shotgun proteomics,CC BY,False,False
PXD002580,26239120.0,PMC4523997,10,Arachis hypogaea (peanut),3818,Gel-based experiment,CC BY,False,False
PXD013216,31406020.0,PMC6768651,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD002586,26659305.0,PMC4676064,0,Zea mays (maize),4577,mass spectrometry imaging,CC BY,False,False
PXD014566,31930742.0,PMC7231995,4,Bacillus subtilis subsp. subtilis str. 168,224308,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PRD000709,22984289.0,PMC3518125,0,Saccharomyces cerevisiae (baker's yeast),4932,Bottom-up proteomics,CC BY-NC,False,False
PXD001252,25368622.0,PMC4202796,213,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD002581,26239120.0,PMC4523997,10,Arachis hypogaea (peanut),3818,Gel-based experiment,CC BY,False,False
PXD001248,25299339.0,PMC4192584,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD002578,26342040.0,PMC4638034,0,Rattus norvegicus (rat),10116,Gel-based experiment,CC BY,False,False
PXD002579,26239120.0,PMC4523997,10,Arachis hypogaea (peanut),3818,Gel-based experiment,CC BY,False,False
PXD015887,31757042.0,PMC6930547,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD015883,31405957.0,PMC6803327,157,Chlamydia trachomatis; Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b),813; 471472,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD013221,31042482.0,PMC6506760,148,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD013225,31504767.0,PMC6765141,18,Staphylococcus aureus,1280,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD002594,26267804.0,PMC4534353,6,Gallus gallus (chicken),9031,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD014580,31856154.0,PMC6939940,0,Trypanosoma brucei,5691,Shotgun proteomics,CC BY,False,False
PXD013256,31748520.0,PMC6868236,77,Schizosaccharomyces pombe 972h-,284812,Shotgun proteomics,CC BY,False,False
PXD013255,31415606.0,PMC6695131,16,Elaeis guineensis var. tenera (oil palm),51953,Shotgun proteomics,CC BY,False,False
PXD001259,25420746.0,PMC4252003,0,Homo sapiens (human); Bos taurus (bovine),9606; 9913,Shotgun proteomics,CC BY,False,False
PXD013253,31338125.0,PMC6628489,12,[clostridium] papyrosolvens dsm 2782,588581,Shotgun proteomics,CC BY,False,False
PXD001277,24194745.0,PMC3809566,48,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD001276,25769101.0,PMC4358942,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD001279,26754106.0,PMC4729960,48,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD001273,25605797.0,PMC4330348,72,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD014519,31692741.0,PMC6806416,0,Rhizosphere soil bacteria ensemble,150475,Shotgun proteomics,CC BY,False,False
PXD013243,31064824.0,PMC6509183,12,Candidatus thioglobus autotrophicus,1705394,Shotgun proteomics,CC BY,False,False
PXD014578,31930742.0,PMC7231995,0,Bacillus subtilis subsp. subtilis str. 168,224308,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD013245,31000698.0,PMC6472371,6,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD015850,31614365.0,PMC6993864,0,Macaca mulatta (rhesus macaque); Homo sapiens (human); Pan troglodytes (chimpanzee); Gorilla gorilla,9544; 9606; 9598; 9593,Shotgun proteomics,CC BY-NC,False,False
PXD014515,32033488.0,PMC7072133,35,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD002530,26582801.0,PMC4725611,80,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,False,False
PXD002529,26793233.0,PMC4707256,263,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,False,False
PXD014506,31668663.0,PMC6863394,24,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD014522,31941798.0,PMC7050107,44,Haemophilus influenzae; Streptococcus pneumoniae (strain atcc baa-255 / r6); Moraxella catarrhalis; Staphylococcus aureus,727; 171101; 480; 1280,Shotgun proteomics,CC BY,False,False
PXD002532,26796116.0,PMC4824854,0,Rattus norvegicus (rat); Oryctolagus cuniculus algirus; Gallus gallus (chicken); Homo sapiens (human); Mus musculus (mouse); Ovis aries; Sus scrofa domesticus (domestic pig); Bos taurus (bovine),10116; 230741; 9031; 9606; 10090; 9940; 9825; 9913,Shotgun proteomics,CC BY,False,False
PXD014504,32103093.0,PMC7044218,40,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD003870,27647348.0,PMC5068240,133,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC-SA,False,False
PXD014508,31412915.0,PMC6693097,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD002540,26364272.0,PMC4772275,0,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD001204,25775238.0,PMC4361631,6,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,False,False
PXD002539,26300900.0,PMC4523781,0,Vitis vinifera (grape),29760,Gel-based experiment,CC BY,False,False
PXD001203,25360005.0,PMC4256516,101,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD014505,31555227.0,PMC6742703,30,Saccharomyces cerevisiae (baker's yeast); Escherichia coli; Bacillus subtilis subsp. spizizenii atcc 6633,4932; 562; 703612,Shotgun proteomics,CC BY,False,False
PXD001206,26251320.0,PMC4545821,101,Colinus virginianus (northern bobwhite) (tetrao virginianus),9014,Shotgun proteomics,CC BY,False,False
PXD002542,27356881.0,PMC4928086,0,Mycobacterium tuberculosis; Mycobacterium tuberculosis sp1; Mycobacterium tuberculosis sp22; Mycobacterium tuberculosis sp10; Mycobacterium tuberculosis sp13; Mycobacterium tuberculosis h37rv; Mycobacterium tuberculosis sp7,1773; 1274414; 1274432; 1274423; 1274426; 83332; 1274420,Shotgun proteomics,CC BY,False,False
PRD000728,24391747.0,PMC3877021,0,Giardia intestinalis (giardia lamblia),5741,Bottom-up proteomics,CC BY,False,False
PXD001205,25502872.0,PMC4297300,54,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD013209,31266943.0,PMC6606597,48,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD002555,27068509.0,PMC4872879,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD001218,25835551.0,PMC4383535,0,Larimichthys crocea (large yellow croaker) (pseudosciaena crocea),215358,Shotgun proteomics,CC BY,False,False
PXD001223,25210768.0,PMC4161446,8,Saccharomyces cerevisiae (baker's yeast),4932,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD003883,27784728.0,PMC5141270,280,Chlamydia trachomatis (strain d/uw-3/cx),272561,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD001222,26356563.0,PMC4745717,27,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD002548,26889046.0,PMC4858940,4,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD003882,27378189.0,PMC4935972,25,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD013211,31018136.0,PMC6486481,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD014542,31443734.0,PMC6708196,6,Palaemonetes sp. common grass shrimp associated circular virus,1692259,SRM/MRM,CC BY,False,False
PRD000733,23345538.0,PMC3617342,0,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,False,False
PXD002561,26871441.0,PMC4752459,162,Saccharomyces cerevisiae (baker's yeast),4932,Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD003896,27528457.0,PMC4986259,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PRD000736,23523638.0,PMC3784963,0,Streptomyces coelicolor a3(2),100226,Bottom-up proteomics,CC BY,False,False
PXD002559,26381121.0,PMC4574613,18,Bacillus subtilis,1423,Shotgun proteomics,CC BY,False,False
PXD003887,27379110.0,PMC4913111,0,Piper nigrum,13216,Shotgun proteomics,CC BY,False,False
PXD002566,26471863.0,PMC4644378,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD002557,26465754.0,PMC4605787,56,Rattus norvegicus (rat),10116,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD001226,25518064.0,PMC4299603,114,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD008710,29507115.0,PMC5963842,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD014534,31441084.0,PMC6792018,12,Rattus norvegicus (rat),10116,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD001225,28134274.0,PMC5278418,72,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008708,30540769.0,PMC6291074,0,Staphylococcus aureus,1280,Shotgun proteomics; MSE,CC BY,False,False
PXD015864,31721811.0,PMC6853320,61,Equus caballus (horse),9796,Gel-based experiment,CC BY,False,False
PXD008721,30740142.0,PMC6360718,12,Nannochloropsis oceanica strain imet1,1333499,Shotgun proteomics,CC BY,False,False
PXD008724,30197755.0,PMC6126690,24,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD008723,29719595.0,PMC5915062,36,Homo sapiens (human),9606,SRM/MRM,CC BY,False,False
PXD008720,30068331.0,PMC6090990,115,Cavia porcellus (guinea pig); Heterocephalus glaber; Homo sapiens (human),10141; 10181; 9606,SWATH MS; Shotgun proteomics,CC BY,False,False
PXD008718,29437971.0,PMC5874412,3,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,False,False
PXD008731,29476094.0,PMC5824887,18,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD008736,31253831.0,PMC6599035,144,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD008748,29712969.0,PMC5928194,20,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD008733,30084848.0,PMC6080492,183,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD008739,30729181.0,PMC6361956,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008744,30616502.0,PMC6323687,0,Streptococcus agalactiae,1311,Shotgun proteomics,CC BY,False,False
PXD008746,29748336.0,PMC6028547,48,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False
PXD001282,25489052.0,PMC4355026,144,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD008747,29986055.0,PMC6144792,9,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD001293,25504905.0,PMC4833182,6,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD008741,29555687.0,PMC5986242,216,Trypanosoma brucei,5691,Shotgun proteomics,CC BY,False,False
PXD001285,25879418.0,PMC4424500,0,Apteronotus leptorhynchus,36674,Shotgun proteomics,CC BY,False,False
PXD013263,31511893.0,PMC6846684,17,Saccharomyces cerevisiae (baker's yeast),4932,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD013267,31324758.0,PMC6642156,16,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD014590,31426316.0,PMC6722726,27,Synechococcus elongatus,32046,Top-down proteomics,CC BY,False,False
PXD013298,31324758.0,PMC6642156,50,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD013285,31527657.0,PMC6746819,9,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD013296,31462935.0,PMC6707001,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD013284,31849937.0,PMC6902019,216,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008700,30229035.0,PMC6141215,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008701,29491361.0,PMC5830399,0,Escherichia coli,562,Gel-based experiment,CC BY,False,False
PXD008703,29939309.0,PMC6117581,0,Triticum aestivum (wheat),4565,Shotgun proteomics,CC BY,False,False
PXD013260,31995605.0,PMC6988918,0,Rattus norvegicus (rat),10116,All-ion fragmentation,CC BY,False,False
PXD008797,30201737.0,PMC6283302,75,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False
PXD013295,31061415.0,PMC6502816,0,Mus musculus (mouse),10090,SWATH MS,CC BY,False,False
PXD013287,31515493.0,PMC6742657,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008796,31270324.0,PMC6610666,17,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD006138,29141914.0,PMC5795391,301,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008790,30969995.0,PMC6457555,0,Mycobacterium smegmatis (strain atcc 700084 / mc(2)155); Mycobacterium tuberculosis h37rv,246196; 83332,Top-down proteomics,CC BY,False,False
PXD006141,31080447.0,PMC6497762,0,Mycobacterium bovis bcg str. moreau rdj,413996,Gel-based experiment,CC BY,False,False
PXD006140,28992305.0,PMC5853657,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD006156,30445466.0,PMC6344893,2,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD006155,28691708.0,PMC5508133,42,Homo sapiens (human); Plasmodium falciparum,9606; 5833,Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD008752,30271928.0,PMC6123700,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD006169,29896523.0,PMC5996235,18,Bacillus cereus (strain atcc 14579 / dsm 31),226900,Shotgun proteomics,CC BY,False,False
PXD006165,31551444.0,PMC6760117,16,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD006158,28396520.0,PMC5453328,6,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD008758,31061415.0,PMC6502816,0,Mus musculus (mouse),10090,SWATH MS,CC BY,False,False
PXD008750,29880060.0,PMC5992829,3936,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008762,29884134.0,PMC5994098,18,Solanum lycopersicum,4081,Shotgun proteomics,CC BY,False,False
PXD008753,30729181.0,PMC6361956,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD006113,28611809.0,PMC5447075,39,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD006117,28536560.0,PMC5423352,159,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,False,False
PXD006106,28575672.0,PMC5457488,1,Homo sapiens (human),9606,SWATH MS,CC BY,False,False
PXD008761,30532072.0,PMC6484772,20,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD008755,30729181.0,PMC6361956,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD008778,31681758.0,PMC6803390,6,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD008775,29774024.0,PMC5943503,24,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD008779,30729181.0,PMC6361956,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD006108,29077704.0,PMC5659609,0,Acipenser baerii x acipenser schrenckii; Acipenser,1358430; 7901,mass spectrometry imaging,CC BY,False,False
PXD006118,29146960.0,PMC5691128,195,Eukaryota (eucaryotes); Bacteria; Archaea; Viruses,2759; 2; 2157; 10239,Shotgun proteomics,CC BY,False,False
PXD006119,28561066.0,PMC5460038,27,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD006126,28953952.0,PMC5633200,234,Helicoverpa armigera (cotton bollworm),29058,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD008785,29570052.0,PMC5898908,18,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False
PXD015924,32218997.0,PMC7083960,20,Ascaris suum,6253,Shotgun proteomics,CC BY,False,False
PXD002606,26545401.0,PMC4762519,20,Arabidopsis thaliana (mouse-ear cress),3702,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD008781,29872131.0,PMC5988664,20,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD006121,28431522.0,PMC5399837,108,Neisseria meningitidis serogroup b,491,Shotgun proteomics,CC BY,False,False
PXD002600,29270287.0,PMC5732521,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD003938,27137489.0,PMC4888854,120,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False
PXD002612,27799870.0,PMC5084393,234,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD002611,26694030.0,PMC4703832,0,Plasmodium falciparum (isolate 3d7),36329,Shotgun proteomics,CC BY,False,False
PXD002619,26725330.0,PMC4725767,261,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD001301,25490046.0,PMC4260877,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD015947,31803175.0,PMC6877671,76,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD002628,26725202.0,PMC4728078,13,Bodo saltans (flagellated protozoan),75058,Shotgun proteomics,CC BY,False,False
PXD002625,26957113.0,PMC4783713,0,Xanthomonas oryzae pv. oryzae (strain pxo99a),360094,Shotgun proteomics,CC BY,False,False
PXD014605,31492882.0,PMC6731289,85,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD015937,32092968.0,PMC7151713,49,Streptomyces coelicolor,1902,Gel-based experiment,CC BY,False,False
PXD002622,26539827.0,PMC4634858,50,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD014609,31548434.0,PMC6782006,18,Capra hircus (goat),9925,Shotgun proteomics,CC BY,False,False
PXD014607,31665645.0,PMC6873818,160,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD002640,26991453.0,PMC4798371,134,Trypanosoma brucei,5691,Shotgun proteomics,CC BY,False,False
PXD006171,28852088.0,PMC5574995,245,Trypanosoma cruzi dm28c,1416333,Shotgun proteomics,CC BY,False,False
PXD003970,27186238.0,PMC4867992,60,Paenibacillus sp.,58172,Shotgun proteomics,CC BY,False,False
PXD006185,29078207.0,PMC5659845,20,Caenorhabditis elegans,6239,Shotgun proteomics; Gel-based experiment,CC BY,False,False
